Index	Mass	RT	ParentCompound	ParentCompoundSmiles	GoodFilter	FilterNoisyT0	FilterNoisyT12	FilterDifferentMassDefect	FilterLikelyDrugFragment	FilterLikelyDrugMetaboliteFragment	PotentialFragments	IonSpectrum	LeadingMZ	DrugMassFlag	DrugMassDelta	MassDiff	DrugConsumedFlag	NumberOfDrugs	NumberOfIncreasedT12vsT0
4077	434.184	4.236	PRAZOSIN	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	1	0	0	0	0	0		(457.1763, 2774.26)(458.1826, 1311.8)(435.1912, 9621.85)(436.1956, 2608.57)(437.1968, 793.86)	435.191	0	51.024	51.024	0	1	0
4123	438.72	1.397	PRAZOSIN	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	0	0	1	1	0	0		(439.7272, 4842.41)(440.7231, 2878.05)(441.7148, 20790.1)(442.7263, 3214.58)	441.715	0	55.561	55.561	0	1	0
4609	481.257	1.345	PRAZOSIN	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	0	1	1	0	0	0		(482.2651, 8186.25)(483.2554, 2275.78)(484.2606, 8129.16)	482.265	0	98.098	98.098	0	1	1
4742	491.206	2.315	PRAZOSIN	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	0	1	1	0	0	0		(492.2136, 13838.13)(493.2035, 7175.58)	492.214	0	108.047	108.047	0	1	0
4941	512.331	1.374	PRAZOSIN	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	0	1	1	0	0	0		(513.3379, 5731.47)(514.3368, 1846.11)(515.3447, 7846.72)	515.345	0	129.171	129.171	0	1	0
5205	544.785	2.847	PRAZOSIN	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	0	1	1	1	0	0		(545.7941, 11207.52)(546.7965, 3419.62)(547.7951, 2081.43)	545.794	0	161.626	161.626	0	1	1
5224	547.039	0.669	PRAZOSIN	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	0	1	1	0	0	0		(548.0459, 11584.75)(549.0498, 2712.25)	548.046	0	163.879	163.879	0	1	1
5352	567.033	0.643	PRAZOSIN	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	1	0	0	0	0	0		(568.0408, 32526.28)(569.0466, 20975.31)(570.0521, 5246.19)(605.9971, 1258.58)	568.041	0	183.874	183.874	0	1	1
5483	583.811	2.109	PRAZOSIN	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	0	1	1	1	0	0		(584.819, 8983.33)(585.8164, 3983.11)(586.8117, 8675.56)(587.8094, 4833.33)(588.8036, 959.46)	584.819	0	200.652	200.652	0	1	0
5696	616.802	3.407	PRAZOSIN	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	0	0	1	1	0	0		(617.8087, 5277.32)(618.8064, 2930.78)(619.8128, 5194.1)	617.809	0	233.643	233.643	0	1	0
6050	690.35	2.222	PRAZOSIN	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	0	1	1	0	0	0		(691.3572, 63767.89)(692.3594, 17397.16)(693.3573, 4146.39)(694.3576, 818.91)	691.357	0	307.191	307.19	0	2	1
6420	836.011	5.374	PRAZOSIN	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	0	1	1	0	0	0		(837.0188, 5927.81)(838.0223, 3123.42)(839.0295, 1288.21)	837.019	0	452.852	452.852	0	1	0
935	219.056	2.47	PREDNISONE	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	1	0	0	0	0	0		(220.0675, 20971.57)(221.0712, 2343.26)(222.0597, 931.03)(439.1363, 848.57)(440.1269, 332.48)	220.067	0	-139.122	-139.122	0	1	0
937	219.061	2.466	PREDNISONE	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	1	0	0	0	0	0		(220.0686, 14454.1)(221.072, 2245.94)(439.1323, 454.2)	220.069	0	-139.117	-139.117	0	1	0
1156	237.072	2.468	PREDNISONE	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	1	0	0	0	0	0		(238.0793, 31489.43)(239.085, 4407.99)(240.0938, 925.39)	238.079	0	-121.106	-121.106	0	1	4
1812	288.094	2.476	PREDNISONE	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	1	0	0	0	0	0		(289.1015, 10307.4)(290.1048, 2173.63)(291.1011, 8444.32)	289.101	0	-70.084	-70.084	0	1	0
2074	306.105	2.44	PREDNISONE	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	1	0	0	0	0	0		(329.0946, 1477.07)(330.1045, 582.1)(307.1116, 1607920.8)(308.1148, 229306.17)(309.1173, 18430.26)	307.112	0	-52.073	-52.073	0	1	0
2075	306.108	2.446	PREDNISONE	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	1	0	0	0	0	0		(329.0936, 1994.61)(330.1076, 673.66)(307.1154, 8860.34)(308.1217, 3820.98)(309.1098, 2706.95)	307.115	0	-52.07	-52.07	0	1	0
3461	390.209	0.743	PREDNISONE	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	0	1	1	0	0	0		(391.2165, 16288.23)(392.2106, 8087.11)(393.2064, 2225.44)	391.216	0	32.031	32.031	0	1	0
4357	457.245	2.053	PREDNISONE	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	0	1	1	0	0	0		(458.241, 26167.68)(459.2441, 13861.43)(460.2445, 5800.0)	458.241	0	99.067	99.068	0	2	0
5460	581.335	3.611	PREDNISONE	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	0	1	1	0	0	0		(582.3403, 6521.09)(583.3375, 5211.16)(584.3273, 2344.6)	582.34	0	223.157	223.157	0	1	0
5525	589.78	2.115	PREDNISONE	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	0	1	1	1	0	0		(590.7869, 7492.1)(591.7956, 4092.68)	590.787	0	231.602	231.602	0	1	1
5916	655.3	2.099	PREDNISONE	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	0	1	0	0	0	0		(678.2835, 1368.67)(656.2971, 6056.58)(657.2973, 3525.76)(658.3045, 921.7)	656.297	0	297.122	297.122	0	1	0
6045	688.373	3.83	PREDNISONE	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	0	1	1	0	0	0		(689.3806, 7447.88)(690.3774, 5355.89)(691.3895, 2878.04)	689.381	0	330.195	330.195	0	1	0
34	109.065	0.368	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	0	0	0		(110.0711, 10568.63)(111.0732, 915.3)(112.0751, 6500.39)(113.0726, 575.43)(257.0885, 1263.13)(148.0252, 1278.11)(219.1341, 47621.75)(220.137, 5790.21)	219.134	0	-186.129	-186.129	0	1	0
600	185.949	0.227	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	0	0	1	0	0		(186.956, 41820.29)(187.9612, 3304.1)(188.9734, 810.39)	186.956	0	-109.245	-109.245	0	1	0
680	193.096	4.137	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	0	0	0	0		(194.1047, 30661.17)(195.1112, 4149.71)(196.1204, 758.17)	194.105	0	-102.098	-102.098	0	1	0
1164	238.046	0.595	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	0	1	0	0	0		(239.054, 8645.77)(477.1024, 2286.32)	239.054	0	-57.148	-57.148	0	1	0
1295	248.064	2.15	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	0	1	0	0	0		(249.0639, 2438.75)(497.1265, 7963.57)(498.1322, 2620.06)(499.1275, 3383.08)(500.1394, 783.29)	497.127	0	-47.13	-47.13	0	1	0
1420	258.16	1.372	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	0	0	0		(281.1511, 29657.13)(259.1661, 16999.38)(260.1676, 4032.14)(261.1577, 36064.83)(262.1559, 13234.19)	261.158	0	-37.033	-37.033	0	1	0
1926	295.194	2.443	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	1	0	0	0	0	0	[[3996],428.225,2.430]	(296.2014, 1605915.1)(297.205, 282924.34)(298.2076, 25423.81)(299.2083, 2233.17)	296.201	1	0.0	0.0	0	1	0
1959	297.815	0.953	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	0	0	1	0	0		(298.8223, 5829.91)(299.8282, 4.9)(300.834, 1812.43)(301.8259, 4.9)(302.8177, 2728.65)(303.8232, 4.9)(304.8286, 2510.09)(305.833, 4.9)(306.8374, 5102.54)(307.8504, 4.9)(308.8634, 0.0)	298.822	0	2.621	2.621	0	1	1
2054	305.029	0.507	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	1	0	0	0	0	0		(328.0212, 3196.33)(343.9906, 12383.29)(306.0429, 51993.07)(307.0461, 14898.99)(308.046, 11911.63)	306.043	0	9.835	9.835	0	1	0
2835	350.169	0.568	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	1	0	0	0	0	0		(351.1765, 19942.99)(352.1782, 3853.34)(353.179, 1248.76)	351.176	0	54.976	54.976	0	1	1
3218	375.064	2.618	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	0	0	0		(376.0713, 6120.44)(377.0752, 1183.05)(378.0819, 356.6)	376.071	0	79.87	79.87	0	1	8
3285	379.141	0.767	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	0	0	0		(402.1283, 609.2)(380.1483, 10379.16)(381.1524, 2748.12)(382.1442, 864.59)	380.148	0	83.948	83.947	0	1	1
3672	405.122	2.298	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	0	1	0	0	0		(849.2108, 356.28)(833.2434, 455.0)(406.1312, 5836.74)(407.136, 2353.02)(408.1423, 1669.96)	406.131	0	109.929	109.929	0	1	0
3796	414.184	0.567	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	1	0	0	0	0	0		(415.1954, 6399.21)(829.3773, 1499.83)(830.3821, 1078.04)	415.195	0	118.99	118.99	0	1	1
3996	428.225	2.43	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	0	1	1		(451.2172, 6173.42)(429.2323, 13181.06)(430.2439, 6462.02)(431.2317, 18089.46)(432.234, 3214.49)(895.4198, 555.04)(467.1834, 1341.24)	431.232	0	133.031	133.031	0	1	4
4399	460.525	3.214	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	1	0	0		(461.532, 6131.1)(462.5345, 1141.43)	461.532	0	165.331	165.331	0	1	1
4570	478.71	3.247	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	0	1	1	0	0		(501.7009, 6849.06)(502.7075, 1430.81)(503.7035, 979.51)(479.713, 3114.9)(480.7135, 1132.74)(481.703, 1047.02)	501.701	0	183.516	183.516	0	1	3
4673	486.792	3.271	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	1	0	0		(487.7992, 5914.81)(488.8002, 932.21)	487.799	0	191.599	191.599	0	2	6
4790	495.898	1.904	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	1	0	0		(496.9047, 11775.93)(497.907, 1372.79)	496.905	0	200.704	200.704	0	1	0
4791	496.075	0.598	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	1	0	0	0	0	0		(497.0821, 13152.93)(498.0823, 2353.7)(499.0653, 6146.74)	497.082	0	200.881	200.881	0	1	0
4813	497.74	3.235	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	1	0	0		(498.7471, 31201.79)(499.7514, 4492.62)(500.7508, 1080.79)(996.4926, 619.38)	498.747	0	202.546	202.546	0	1	3
5145	537.704	2.931	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	1	0	0		(538.7103, 7257.45)(539.713, 4354.1)(576.6618, 1395.04)	538.71	0	242.51	242.51	0	1	0
5376	570.771	3.316	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	0	0	1	0	0		(571.7787, 5697.62)(572.7887, 4002.86)(573.7809, 3326.06)(609.741, 415.51)	571.779	0	275.578	275.578	0	1	2
5394	572.352	1.577	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	0	0	0		(573.3591, 5777.28)(574.3614, 1858.01)	573.359	0	277.158	277.158	0	1	3
5479	583.296	1.187	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	0	0	0		(584.3024, 10251.95)(585.3038, 4024.03)(586.308, 3068.54)	584.302	0	288.102	288.102	0	1	0
5530	590.352	2.88	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	1	0	0	0	0	0		(613.3416, 263422.34)(614.3442, 68813.48)(615.3435, 17149.24)(591.3601, 395172.78)(592.3628, 99335.97)(593.3647, 21285.25)(594.3656, 3739.82)	591.36	0	295.159	295.159	0	1	6
5584	597.699	4.884	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	1	0	0		(598.7064, 6713.62)(599.71, 1380.58)(600.7178, 2351.38)	598.706	0	302.505	302.505	0	1	1
5868	647.277	0.971	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	0	0	0		(648.2846, 5537.56)(649.2865, 2321.6)(650.2922, 936.37)	648.285	0	352.084	352.084	0	1	3
6203	741.034	0.502	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	0	0	0		(742.0428, 5840.16)(743.0447, 2147.49)(744.0457, 1044.1)(779.9983, 1192.8)(780.9944, 963.44)	742.043	0	445.84	445.84	0	1	0
6258	765.436	2.632	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	1	0	0		(766.4422, 5631.19)(767.4427, 2778.83)(804.4009, 2532.02)	766.442	0	470.242	470.242	0	1	1
6342	794.87	2.016	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	0	1	0	0		(795.8778, 5862.11)(796.8823, 2908.4)(797.8818, 2114.76)(798.8871, 314.32)	795.878	0	499.677	499.677	0	1	1
6373	811.941	4.033	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	0	0	1	0	0		(812.9478, 670.48)(813.9636, 551.38)(814.9638, 12184.76)	814.964	0	516.747	516.747	0	1	0
6378	818.418	1.328	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	0	1	1	1	0	0		(819.4246, 5301.77)(820.427, 2400.75)(821.4142, 815.06)	819.425	0	523.225	523.225	0	1	1
6494	886.274	1.332	PRIDINOL METHANESULFONATE	OC(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1	1	0	0	0	0	0		(887.2823, 6302.6)(888.285, 2628.49)	887.282	0	591.081	591.081	0	1	1
452	173.014	0.856	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	1	1	0	0	0		(174.0218, 5227.66)(175.0258, 879.25)(176.0131, 584.32)	174.022	0	-86.154	-86.154	1	1	14
465	174.08	2.431	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	0	0	0	1	1		(175.087, 60794.74)(176.0904, 6532.86)(177.0929, 477.24)(213.0439, 448.1)	175.087	0	-85.089	-85.089	1	1	0
611	186.08	2.437	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	0	0	0	1	1		(187.0868, 7873.62)(188.0893, 1290.1)	187.087	0	-73.089	-73.089	1	1	2
663	191.058	1.219	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	1	1	0	0	0		(192.0654, 14397.28)(193.0699, 2924.76)(230.0203, 1023.27)	192.065	0	-68.11	-68.11	1	1	1
741	200.095	2.457	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	0	0	0	1	1		(201.1029, 40058.5)(202.1052, 5792.79)(203.1065, 3275.79)	201.103	0	-59.073	-59.073	1	1	0
812	207.036	2.903	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	0	1	0	0	0		(230.0254, 402.04)(208.043, 6549.25)(209.0472, 848.71)(210.041, 462.26)	208.043	0	-52.133	-52.133	1	1	0
1126	235.031	3.289	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	0	1	0	0	0		(258.0201, 931.57)(236.0383, 6476.98)(237.0407, 1073.83)(238.0344, 528.58)	236.038	0	-24.137	-24.137	1	1	5
1219	242.142	2.431	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	0	0	0	1	1		(243.1497, 58412.85)(244.1524, 8858.61)(245.1543, 1035.2)	243.15	0	-17.026	-17.026	1	1	0
1429	259.168	2.371	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	1	0	0	0	0	0	[[465],174.080,2.431][[611],186.080,2.437][[741],200.095,2.457][[1219],242.142,2.431][[2797],347.220,2.461]	(260.175, 16182.76)(261.1786, 3290.37)(262.1753, 1183.85)	260.175	1	-0.001	0.0	1	1	0
1585	271.168	1.984	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	1	0	0	0	0	0		(565.3195, 2565.13)(272.1756, 34601.64)(273.1783, 6600.19)(274.1776, 1703.17)	272.176	0	11.999	12.0	1	1	9
1633	275.144	0.628	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	1	1	0	0	0		(573.2712, 1392.51)(276.151, 39889.64)(277.1465, 4543.45)(278.1473, 2113.51)(589.2393, 3075.14)(590.2406, 1117.59)(551.283, 15776.88)(552.2863, 5198.33)(553.2881, 1418.0)	276.151	0	15.975	15.975	1	1	0
2007	301.179	3.814	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	1	0	0	0	0	0		(302.1865, 18959.59)(303.1897, 3849.45)(304.187, 801.59)(641.3154, 1049.13)	302.187	0	42.011	42.011	1	1	3
2091	307.154	1.396	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	1	0	0	0	0	0		(308.1625, 20051.54)(309.1772, 7322.01)	308.163	0	47.986	47.985	1	1	0
2225	315.194	4.114	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	1	0	0	0	0	0		(316.2008, 62868.29)(317.2037, 14360.67)(318.2062, 2414.92)	316.201	0	56.025	56.026	1	1	1
2797	347.22	2.461	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	0	0	0	1	1		(348.225, 5238.34)(349.2282, 1797.93)(350.2129, 1565.74)	348.225	0	88.052	88.052	1	1	1
4349	456.269	0.717	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	1	1	0	0	0		(457.276, 7263.53)(458.2865, 3819.74)(459.2597, 1447.18)(495.2334, 1560.11)	457.276	0	197.1	197.1	1	2	1
4588	479.733	0.951	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	1	1	1	0	0		(480.7408, 6121.52)(481.7397, 3273.52)(482.7528, 1771.2)	480.741	0	220.565	220.565	1	1	0
5516	589.029	4.299	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	1	1	0	0	0		+		0	329.861	329.861	1	1	0
5611	603.286	3.195	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	1	1	0	0	0		(604.2929, 7100.0)(605.3104, 3556.09)	604.293	0	344.117	344.117	1	1	0
6287	773.432	2.829	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	1	0	1	0	0		(774.4447, 6284.4)(775.4286, 3188.07)	774.445	0	514.263	514.263	1	1	1
6482	880.809	3.978	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	1	1	1	0	0		(881.8159, 1477.33)(882.8197, 981.69)(883.8076, 82553.95)	883.808	0	621.64	621.64	1	1	0
6489	884.805	3.978	PRIMAQUINE PHOSPHATE	COc1cc(NC(C)CCC[NH3+])c2ncccc2c1	0	1	1	1	0	0		(907.7865, 878.04)(885.812, 21541.05)(886.8125, 5039.52)(887.8025, 1206.33)	885.812	0	625.636	625.636	1	1	0
1393	256.165	1.228	PROCARBAZINE	CNNCc1ccc(C(=O)NC(C)C)cc1	0	1	1	0	0	0		(257.1724, 10820.54)(258.1657, 3327.43)(259.1707, 18584.52)(513.3312, 6475.24)	259.171	0	35.012	35.012	1	1	1
1431	259.189	1.26	PROCARBAZINE	CNNCc1ccc(C(=O)NC(C)C)cc1	0	1	1	0	0	0		(260.1968, 17425.82)(261.1997, 2781.35)	260.197	0	38.036	38.036	1	1	7
1831	289.153	1.849	PROCARBAZINE	CNNCc1ccc(C(=O)NC(C)C)cc1	1	0	0	0	0	0		(290.1604, 37486.65)(291.1632, 8008.18)(292.1605, 1037.97)	290.16	0	68.0	68.0	1	1	1
1836	289.168	1.572	PROCARBAZINE	CNNCc1ccc(C(=O)NC(C)C)cc1	1	0	0	0	0	0		(312.158, 17111.14)(313.152, 8161.78)(290.1736, 6386.35)(291.1718, 1536.28)(292.1706, 2140.37)	312.158	0	68.015	68.015	1	1	0
1896	293.163	1.142	PROCARBAZINE	CNNCc1ccc(C(=O)NC(C)C)cc1	0	0	1	0	0	0		(587.3422, 2224.92)(294.1743, 12947.55)(295.1777, 4537.19)(296.1637, 4592.42)	294.174	0	72.01	72.01	1	2	0
2323	321.027	1.237	PROCARBAZINE	CNNCc1ccc(C(=O)NC(C)C)cc1	0	0	1	0	0	0		(344.0171, 1814.25)(322.0377, 6487.86)(323.0366, 2558.51)(643.0617, 795.24)	322.038	0	99.875	99.875	1	1	1
2569	334.186	1.449	PROCARBAZINE	CNNCc1ccc(C(=O)NC(C)C)cc1	0	1	0	0	0	0		(335.193, 8997.42)(336.2007, 4221.16)	335.193	0	113.034	113.034	1	1	1
3841	418.193	2.577	PROCARBAZINE	CNNCc1ccc(C(=O)NC(C)C)cc1	0	0	1	0	0	0		(859.3726, 1637.32)(419.2002, 68201.69)(420.1975, 11060.5)(421.2072, 3386.66)(875.3502, 482.36)	419.2	0	197.041	197.041	1	1	2
4457	466.899	1.849	PROCARBAZINE	CNNCc1ccc(C(=O)NC(C)C)cc1	0	1	1	1	0	0		(467.9063, 5805.63)(468.9097, 644.9)(469.9056, 2499.41)	467.906	0	245.746	245.746	1	1	2
4967	515.278	2.843	PROCARBAZINE	CNNCc1ccc(C(=O)NC(C)C)cc1	0	1	1	0	0	0		(516.2848, 7865.39)(517.2755, 3408.72)(518.291, 4624.48)(519.2974, 818.93)(520.3013, 452.04)	516.285	0	294.125	294.125	1	1	0
5695	616.383	1.652	PROCARBAZINE	CNNCc1ccc(C(=O)NC(C)C)cc1	0	0	0	1	0	0		(617.3904, 9052.95)(618.3933, 3553.56)(619.3951, 1043.1)	617.39	0	395.23	395.23	1	1	1
6123	713.937	2.49	PROCARBAZINE	CNNCc1ccc(C(=O)NC(C)C)cc1	0	0	1	1	0	0		(714.9465, 5497.49)(715.9473, 1855.59)	714.947	0	492.784	492.784	1	1	0
372	164.047	0.76	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	0	0	0	0		(165.0543, 26036.64)(166.0574, 3778.05)	165.054	0	-120.088	-120.088	0	1	0
464	174.066	0.657	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	0	0	0	0		(175.0731, 5001.53)(176.0774, 2055.63)(177.0677, 1802.26)(213.0284, 1299.67)	175.073	0	-110.069	-110.069	0	1	0
1565	270.12	2.919	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	0	0	0	1	1		(271.1269, 6787.53)(272.1301, 1361.84)(273.126, 669.4)	271.127	0	-14.015	-14.016	0	1	4
1581	271.14	1.823	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	0	0	0		(272.148, 68658.8)(273.1599, 10651.93)(274.1604, 3074.77)(543.2784, 13031.84)	272.148	0	-12.995	-12.995	0	3	0
1764	284.135	2.899	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	1	0	0	0	0	0	[[1565],270.120,2.919]	(285.1425, 1157664.1)(286.1457, 190314.62)(287.1414, 48410.61)(288.1423, 9023.49)(289.1442, 1485.71)	285.142	1	0.001	0.0	0	1	0
1774	285.068	0.445	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	1	0	0	0	0	0		(286.0786, 91000.39)(287.0803, 9761.16)(288.072, 2074.05)	286.079	0	0.933	0.933	0	1	0
1929	295.807	1.039	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	1	0	0		(296.8144, 27605.12)(297.8169, 1896.06)	296.814	0	11.672	11.672	0	1	1
1948	296.829	1.146	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	1	0	0		(616.6534, 1605.87)(617.6595, 535.25)(297.8402, 1436.98)(298.8328, 0.55)(299.8254, 3241.73)(300.8366, 0.55)(301.8477, 3004.96)(302.8444, 337.95)	299.825	0	12.695	12.695	0	1	1
1991	299.25	5.469	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	0	0	0		(300.2571, 5632.16)(301.2516, 1283.0)(302.2611, 547.76)	300.257	0	15.115	15.115	0	1	0
